,drug_name,generic_code,global_name,drug_type,how_to_use,license_owner,license_expire,price,unit_price,GTIN,IRC,count_per_package,package_image,drug_image,usage,effect_process,farmakokintik,warnings,side_effects,Interference,advices,drug_url
150,ACETAMINOPHEN-JALINOUS,22867,ACETAMINOPHEN TABLET ORAL 325 mg,TABLET,ORAL,داروسازی جالینوس,1400/08/15,"[{'insurance': 'tamin', 'MinPrice': 1150000, 'MaxPrice': 1150000}, {'insurance': 'salamat', 'MinPrice': 2181000, 'MaxPrice': 2181000}, {'insurance': 'niro_mosalah', 'MinPrice': 383500, 'MaxPrice': 383500}]",2500,06260164702088,3180101663687844,100 TABLET in 10 STRIP in 1 BOX,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,استامينوفن در تسكين درد‌هاي ملايم تا متوسط و به¬ عنوان ضدتب به ¬كار می¬‌رود.,,,"1-  در بيماران ديابتي، احتمال مثبت شدن كاذب تست قندخون وجود دارد.
2-  در صورت وجود بيماري كبد و هپاتيت ويروسي با احتياط فراوان مصرف شود.","1-  در بيماران ديابتي، احتمال مثبت شدن كاذب تست قندخون وجود دارد.
2-  در صورت وجود بيماري كبد و هپاتيت ويروسي با احتياط فراوان مصرف شود.",كلستيرامين جذب استامينوفن را كاهش و متوكلوپراميد موجب تسريع جذب آن می¬‌شود. مصرف همزمان اين دارو با ساير دارو‌هاي ضددرد و ضدالتهاب غيراستروئيدي ممكن است عوارض كليوي را افزايش دهد.,در مصرف طولاني يا بيماران مبتلا به الكليسم احتمال آسيب كبدي تشديد مي¬گردد.,https://irc.fda.gov.ir/NFI/Detail/25230
151,IODOQUINOL-ABIDI,10019,IODOQUINOL TABLET ORAL 210 mg,TABLET,ORAL,داروسازی دکتر عبیدی,1395/01/15,"[{'insurance': 'tamin', 'MinPrice': 12000, 'MaxPrice': 27400}, {'insurance': 'salamat', 'MinPrice': 1800, 'MaxPrice': 1800}, {'insurance': 'niro_mosalah', 'MinPrice': 25000, 'MaxPrice': 25000}]",2870,06260154630063,6321375022584941,100 TABLET in 10 BLISTER PACK in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=cf519b10-248e-4ad2-b394-439c7f48e33e,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=cf519b10-248e-4ad2-b394-439c7f48e33e,يدوكينول به¬تنهايي در درمان آميبياز رود‌ه¬‌اي در ناقلين بدون علامت كيست آميب و همراه با مترونيدازول در درمان آميبياز حاد مصرف می¬‌شود. اين دارو همچنين به¬ عنوان انتخاب دوم در درمان بالانتيدياز مصرف می¬‌شود.,,,درصورت ابتلاي بيمار به اختلالات تيروئيدي با احتياط فراوان مصرف شود.,درصورت ابتلاي بيمار به اختلالات تيروئيدي با احتياط فراوان مصرف شود.,,"1- براي كاهش تحريك گوارشي بعد از غذا مصرف گردد.
2- در صورت بروز تاري ديد يا هرگونه اختلال بينایي بايد احتياط كرد.
3- در طول مصرف يدوكينول و تا 6 ماه بعد از درمان با اين دارو، ممكن است در پاسخ آزمون¬‌هاي تيروئيد اختلال ديده شود.
4- درمان طولاني¬مدت با اين دارو توصيه نمی¬‌شود.",https://irc.fda.gov.ir/NFI/Detail/25329
152,ALBUMIN (HUMAN),11472,"ALBUMIN (HUMAN) INJECTION, SOLUTION PARENTERAL 20 % 50MILLILITER","INJECTION, SOLUTION",PARENTERAL,Csl Behring Gmbh,1396/09/30,"[{'insurance': 'niro_mosalah', 'MinPrice': 26000000, 'MaxPrice': 26000000}]",1849000,07612377004128,8391704490157729,50 MILLILITER in 1 VIAL,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=bb2b9226-87b7-4cc7-9deb-93e820bae67f,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=bb2b9226-87b7-4cc7-9deb-93e820bae67f,آلبومين در درمان فوري یا تحت¬حاد كمي حجم خون همراه يا بدون شوك، كمي پروتئين خون، در بيماراني كه دچار سوختگي‎¬هاي شديد شد‌ه‌¬اند، به منظور حفظ حجم پلاسما و غلظت پروتئين، كنترل ادم در نفروز حاد يا سندرم حاد نفروتيك مصرف می‌شود.,,,"1- در صورت وجود سابقه بیماری¬های قلبی یا گردش خون انفوزيون محلول حاوي آلبومين بايد به آهستگی صورت گیرد. 
2- آلبومين با وراپاميل، محلول¬‌هاي حاوي الكل، محلول‌¬هاي اسيد آمينه و چربي امولسیونه ناسازگاري دارد.","1- در صورت وجود سابقه بیماری¬های قلبی یا گردش خون انفوزيون محلول حاوي آلبومين بايد به آهستگی صورت گیرد. 
2- آلبومين با وراپاميل، محلول¬‌هاي حاوي الكل، محلول‌¬هاي اسيد آمينه و چربي امولسیونه ناسازگاري دارد.",,"1- محلول‌¬هاي حاوي آلبومين را مي¬توان بدون در نظر گرفتن گروه خوني، به بيماران تزريق نمود.
2- برای رقیق کردن محلول حاوي آلبومين نبايد از آب استريل براي تزريق استفاده نمود، زيرا منجر به كاهش متعاقب در اسمولاريته و در نتيجه افزايش بروز خطر هموليز كشنده و نارسايي حاد كليه می¬‌شود.",https://irc.fda.gov.ir/NFI/Detail/25410
153,TYKERB,12299,LAPATINIB DITOSYLATE TABLET ORAL 250 mg,TABLET,ORAL,GSK,1397/06/19,"[{'insurance': 'niro_mosalah', 'MinPrice': 2300, 'MaxPrice': 2300}]",0,06267325500644,0000000345958154,10  in 1 BLISTER PACK,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,,,,,,,,https://irc.fda.gov.ir/NFI/Detail/25507
154,PHOSPHATE SANDOZ,52222,"PHOSPHATE SODIUM TABLET, EFFERVESCENT ORAL 500 mg","TABLET, EFFERVESCENT",ORAL,Hk Pharma Limited,1396/11/24,"[{'insurance': 'tamin', 'MinPrice': 14500, 'MaxPrice': 20000}, {'insurance': 'niro_mosalah', 'MinPrice': 11000, 'MaxPrice': 11000}]",18500,05036376224639,6173588241985620,20  in 1 TUBE,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=6637bf23-5b1a-488a-a084-b0d977aeaaa8,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=6637bf23-5b1a-488a-a084-b0d977aeaaa8,,,,,,,,https://irc.fda.gov.ir/NFI/Detail/25669
155,MESALAZINE,22429,"MESALAZINE SUPPOSITORY, EXTENDED RELEASE RECTAL 1000 mg","SUPPOSITORY, EXTENDED RELEASE",RECTAL,Ferring,1396/12/05,"[{'insurance': 'niro_mosalah', 'MinPrice': 142000, 'MaxPrice': 142000}]",0,08906035300561,5620725055267393,"28 SUPPOSITORY, EXTENDED RELEASE in 4 BLISTER PACK in 1 BOX",https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=09dfc972-5ab9-4fbe-af35-ce2931d27cb2,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=09dfc972-5ab9-4fbe-af35-ce2931d27cb2,مزالازين در درمان كوليت¬ اولسراتیو و بيماري كرون مصرف می¬‌شود.,,,فعالیت کلیوی قبل از شروع درمان، سه ماه پس از درمان و سپس به صورت سالانه باید ارزیابی شود.,فعالیت کلیوی قبل از شروع درمان، سه ماه پس از درمان و سپس به صورت سالانه باید ارزیابی شود.,,,https://irc.fda.gov.ir/NFI/Detail/25957
156,MITOXANTRONE,11655,"MITOXANTRONE (AS HYDROCHLORIDE) INJECTION, SOLUTION PARENTERAL 2 mg/1mL 10MILLILITER","INJECTION, SOLUTION",PARENTERAL,Neon Laboratories Ltd,1397/02/20,"[{'insurance': 'tamin', 'MinPrice': 430000, 'MaxPrice': 542000}, {'insurance': 'salamat', 'MinPrice': 98000, 'MaxPrice': 98000}, {'insurance': 'niro_mosalah', 'MinPrice': 6500, 'MaxPrice': 6500}]",0,08699504190007,3816561624175024,20 MILLIGRAM in 1 VIAL,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,ميتوكسانترون در درمان لوسمي¬‎‌هاي حاد ميلوسيتيك، پروميلوسيتيك، منوسيتيك و لوسمي حاد اريتروئيد، سرطان سینه، كبد و لنفوم‎‌¬هاي غيرهوچكيني مصرف مي‎¬شود.,,,اين دارو در بيماران مبتلا به اختلال فعاليت قلب بايد با احتياط فراوان مصرف شود.,اين دارو در بيماران مبتلا به اختلال فعاليت قلب بايد با احتياط فراوان مصرف شود.,,"1- ميتوكسانترون نبايد به داخل ستون فقرات تزريق گردد.
2- مقدار مصرف تكميلي دارو پس از رفع اثرات سمي هماتولوژيكي آن قابل تجويز است.",https://irc.fda.gov.ir/NFI/Detail/25741
157,ENDOXAN-N,50966,"CYCLOPHOSPHAMIDE INJECTION, POWDER, FOR SOLUTION PARENTERAL 200 mg","INJECTION, POWDER, FOR SOLUTION",PARENTERAL,Zydus Cadila,1397/06/15,"[{'insurance': 'niro_mosalah', 'MinPrice': 17310, 'MaxPrice': 17310}]",0,06262999500877,7748962946462723,1 VIAL in 1 BOX,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,سيكلوفسفاميد در درمان لوسمي لنفوبلاستيك حاد و مزمن، لوسمي میلوبلاستیک حاد و مزمن، آدنوكارسينوماي تخمدان، سرطان سینه، سرطان ريه، سرطان آندومتر، ميلوم مولتيپل، انواع لنفوم هوچکینی و غیرهوچکینی، نوروبلاستوما، رتینوبلاستوما، رژیم آماده¬سازی پیوند مغز استخوان، تومور ويلمز، داروي كمكي جهت كاهش فعاليت دستگاه ايمني بدن براي جلوگيري از رد پيوند، سندرم نفروتيك، آرتريت روماتویيد و لوپوس اريتماتوز مصرف می‌¬رود.,,,,,سيكلوفسفاميد اگر همزمان با آلوپورينول ويا كولشي¬سين استفاده شود، ممكن است غلظت اسيد اوريك خون را بالا ببرد. در صورت مصرف همزمان با دارو‌هاي ضدانعقاد خوراكي، ممكن است فعاليت اين دارو‌ها را به علت كاهش ساخت كبدي فاكتور‌هاي پيش¬‎انعقادي و تداخل با تشكيل پلاكت¬‎‌ها، افزايش دهد. مصرف همزمان سيكلوفسفاميد همراه سيتارابين باعث بروز خطر كارديوميوپاتي می¬‌گردد. استفاده همزمان آن با دارو‌هاي ديگر مضعف دستگاه ايمني ممكن است باعث بروز عفونت گردد.,"1- در صورت بروز خونريزي مصرف دارو بايد قطع گردد.
2- در صورت كاهش لكوسيت‌¬ها و پلاكت‎‌¬ها مصرف دارو بايد قطع گردد تا سطح خوني آن¬ها به حد قابل قبولي برسد و سپس مي¬‎توان دارو را در صورت لزوم با مقدار كمتري تجويز نمود.
3- بيمار بايد براي جلوگيري از خطر عارضه كليوي ناشي از افزايش اسيد اوريك، مايعات زياد مصرف كند.
4- قرص¬‎ها نبایستی خرد شده و بایستی به طور کامل طی غذا یا بعد از غذا مصرف شوند.
5-  قرص‎ها نباید هنگام خواب مصرف شوند.",https://irc.fda.gov.ir/NFI/Detail/26083
158,ZOLPIDEM,17672,ZOLPIDEM TABLET ORAL 10 mg,TABLET,ORAL,داروسازی زهراوی,1393/06/31,"[{'insurance': 'niro_mosalah', 'MinPrice': 8000, 'MaxPrice': 8000}]",4200,06260155900028,1896219828874919,30 TABLET in 3 BLISTER PACK in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=b579c705-2cea-422c-9db9-b4b302c189c8,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=b579c705-2cea-422c-9db9-b4b302c189c8,,,,,,,,https://irc.fda.gov.ir/NFI/Detail/26146
159,JIALIXO,14456,TADALAFIL TABLET ORAL 20 mg,TABLET,ORAL,داروسازی جالینوس,1400/12/21,"[{'insurance': 'tamin', 'MinPrice': 345000, 'MaxPrice': 370000}, {'insurance': 'salamat', 'MinPrice': 400, 'MaxPrice': 400}, {'insurance': 'niro_mosalah', 'MinPrice': 560, 'MaxPrice': 560}]",12000,06260164702194,4508603454943883,4 TABLET in 2 BLISTER PACK in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=c79867b1-7924-4547-b35c-c328c44cc3d7,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=c79867b1-7924-4547-b35c-c328c44cc3d7,این دارو در درمان زیادی فشار خون شریان ریوی، هیپرتروفی خوش‏خیم پروستات و اختلالات نعوظ در مردان مصرف می¬‏شود.,,,در صورت وجود کاهش فشار خون، بیماری دریچه¬‏ای آئورت یا میترال، انقباض پریکارد، کاردیومیوپاتی احتقانی، نارسایی بطن چپ، آریتمی¬‏های مخاطره¬آمیز، بیماری عروق کرونر، زیادی فشار خون کنترل نشده، بیماری انسداد عروق ریوی، بیماران در معرض خطر پریاپیسم، اختلالات آناتومیک آلت تناسلی و اختلالات مادرزادی دژنراتیو شبکیه چشم با احتیاط فراوان مصرف شود.,در صورت وجود کاهش فشار خون، بیماری دریچه¬‏ای آئورت یا میترال، انقباض پریکارد، کاردیومیوپاتی احتقانی، نارسایی بطن چپ، آریتمی¬‏های مخاطره¬آمیز، بیماری عروق کرونر، زیادی فشار خون کنترل نشده، بیماری انسداد عروق ریوی، بیماران در معرض خطر پریاپیسم، اختلالات آناتومیک آلت تناسلی و اختلالات مادرزادی دژنراتیو شبکیه چشم با احتیاط فراوان مصرف شود.,مصرف همزمان این دارو با نیترات¬‏ها ممکن است منجر به افت شدید فشار خون شود. مصرف این دارو با داروهای مسدد گیرنده آلفا-آدرنرژیک و سایر داروهای کاهنده‏ فشار خون و الکل، احتمال کاهش شدید فشار خون را افزایش می‏¬دهد. در صورت مصرف همزمان این دارو با داروهای مهارکننده آنزیم های کبدی متابولیسم این دارو کاهش می یابد.,"1- در صورت بروز درد قفسه سینه، گیجی، غش، صدای غیرعادی درگوش، اختلال بینایی و تغییر شنوایی مصرف این دارو باید قطع شود.
2- در صورت تداوم نعوظ برای مدتی بیش از 4 ساعت باید به اورژانس مراجعه شود.",https://irc.fda.gov.ir/NFI/Detail/26217
160,CIPRALEX,12292,ESCITALOPRAM (AS OXALATE) TABLET ORAL 10 mg,TABLET,ORAL,Lundbeck,1397/11/02,"[{'insurance': 'tamin', 'MinPrice': 1000, 'MaxPrice': 1000}, {'insurance': 'salamat', 'MinPrice': 40000, 'MaxPrice': 40000}, {'insurance': 'salamat', 'MinPrice': 40000, 'MaxPrice': 40000}, {'insurance': 'niro_mosalah', 'MinPrice': 90000, 'MaxPrice': 90000}]",0,06260171323559,5557120863146671,28 TABLET in 2 BLISTER PACK in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=a7aad87c-4106-4968-9cc9-5e1ef68a0bc8,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=a7aad87c-4106-4968-9cc9-5e1ef68a0bc8,,,,,,,,https://irc.fda.gov.ir/NFI/Detail/25970
161,EPHEDRINE HYDROCHLORIDE,50298,EPHEDRINE HYDROCHLORIDE INJECTION PARENTERAL 50 mg/1mL,INJECTION,PARENTERAL,Laboratoires Sterop,1395/06/30,"[{'insurance': 'tamin', 'MinPrice': 5880, 'MaxPrice': 6200}, {'insurance': 'salamat', 'MinPrice': 399000, 'MaxPrice': 399000}, {'insurance': 'niro_mosalah', 'MinPrice': 200000, 'MaxPrice': 200000}]",56000,54250238500501,4887761077743099,50 MILLIGRAM in 1 AMPULE,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,,,,,,,,https://irc.fda.gov.ir/NFI/Detail/14741
162,LACTULOSE,14098,LACTULOSE SYRUP ORAL 10 g/15mL 240MILLILITER,SYRUP,ORAL,داروسازی اکسیر,1403/08/06,"[{'insurance': 'tamin', 'MinPrice': 13000, 'MaxPrice': 16900}, {'insurance': 'salamat', 'MinPrice': None, 'MaxPrice': None}, {'insurance': 'niro_mosalah', 'MinPrice': 1120, 'MaxPrice': 1120}]",185000,06260153070020,8242458279190449,250 MILLILITER in 1 BOTTLE,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,لاكتولوز به¬ عنوان ملين هيپراسموتيك و براي كاهش آمونياك خون و انسفالوپاتی ناشی از کبد مصرف می¬‌شود.,,,در صورت عدم تحمل به لاکتوز توصیه نمی شود.,در صورت عدم تحمل به لاکتوز توصیه نمی شود.,مصرف طولانی مدت آن ممكن است اثر مدر‌هاي نگهدارنده پتاسيم را كاهش دهد. لاکتولوز موجب تسهیل اثر ضدانعقادی کومارین¬ها می¬شود.,"1- براي بهبود طعم لاكتولوز بهتر است با شير يا آب ميوه مصرف شود.
2- تا دو ساعت بعد از مصرف ساير دارو‌ها، از مصرف لاكتولوز خودداري شود.
3- استفاده طولانی مدت از اين دارو ممکن است منجر به وابستگي به اين دارو گردد.",https://irc.fda.gov.ir/NFI/Detail/14777
163,PRADAXA,10730,DABIGATRAN ETEXILATE (AS MESYLATE) CAPSULE ORAL 75 mg,CAPSULE,ORAL,Boehringer,1395/06/31,"[{'insurance': 'niro_mosalah', 'MinPrice': 600, 'MaxPrice': 600}]",0,08699693150042,9318729980846957,60  in 1 CAPSULE,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,دابیگاتران در پیش¬گیری از ترومبوآمبولی وریدی، پس از جراحی¬های جایگزینی کامل لگن و یا زانو استفاده می¬شود.,,,"1- شروع اثر دارو سریع است و از آن¬جا که رایج¬ترین عارضه جانبی آن خونریزی است، بیمار باید در مورد علائم خونریزی یا کم¬خونی پایش شود.
2- در سالمندان، افراد با وزن کم¬تر از 50کیلوگرم، سابقه عمل جراحی اخیر، سابقه بی¬هوشی همراه با قرار دادن کاتتر پس از عمل، اختلالات خونی، زخم فعال گوارشی و مصرف هم¬زمان داروهایی که احتمال خطر خونریزی را افزایش می¬دهند با احتیاط مصرف شود.","1- شروع اثر دارو سریع است و از آن¬جا که رایج¬ترین عارضه جانبی آن خونریزی است، بیمار باید در مورد علائم خونریزی یا کم¬خونی پایش شود.
2- در سالمندان، افراد با وزن کم¬تر از 50کیلوگرم، سابقه عمل جراحی اخیر، سابقه بی¬هوشی همراه با قرار دادن کاتتر پس از عمل، اختلالات خونی، زخم فعال گوارشی و مصرف هم¬زمان داروهایی که احتمال خطر خونریزی را افزایش می¬دهند با احتیاط مصرف شود.",دابیگاتران با داروهای ضددرد، ضد آریتمی و مسددهای کانال کلسیم تداخل دارد.,,https://irc.fda.gov.ir/NFI/Detail/14918
164,PRADAXA,11867,DABIGATRAN ETEXILATE (AS MESYLATE) CAPSULE ORAL 75 mg,CAPSULE,ORAL,Boehringer Ingelheim,1395/07/01,"[{'insurance': 'tamin', 'MinPrice': 34000, 'MaxPrice': 50000}, {'insurance': 'salamat', 'MinPrice': 130000, 'MaxPrice': 130000}, {'insurance': 'niro_mosalah', 'MinPrice': 9000, 'MaxPrice': 9000}]",0,30597014954500,8613249940240036,60 BLISTER PACK in 1 BOX,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,دابیگاتران در پیش¬گیری از ترومبوآمبولی وریدی، پس از جراحی¬های جایگزینی کامل لگن و یا زانو استفاده می¬شود.,,,"1- شروع اثر دارو سریع است و از آن¬جا که رایج¬ترین عارضه جانبی آن خونریزی است، بیمار باید در مورد علائم خونریزی یا کم¬خونی پایش شود.
2- در سالمندان، افراد با وزن کم¬تر از 50کیلوگرم، سابقه عمل جراحی اخیر، سابقه بی¬هوشی همراه با قرار دادن کاتتر پس از عمل، اختلالات خونی، زخم فعال گوارشی و مصرف هم¬زمان داروهایی که احتمال خطر خونریزی را افزایش می¬دهند با احتیاط مصرف شود.","1- شروع اثر دارو سریع است و از آن¬جا که رایج¬ترین عارضه جانبی آن خونریزی است، بیمار باید در مورد علائم خونریزی یا کم¬خونی پایش شود.
2- در سالمندان، افراد با وزن کم¬تر از 50کیلوگرم، سابقه عمل جراحی اخیر، سابقه بی¬هوشی همراه با قرار دادن کاتتر پس از عمل، اختلالات خونی، زخم فعال گوارشی و مصرف هم¬زمان داروهایی که احتمال خطر خونریزی را افزایش می¬دهند با احتیاط مصرف شود.",دابیگاتران با داروهای ضددرد، ضد آریتمی و مسددهای کانال کلسیم تداخل دارد.,,https://irc.fda.gov.ir/NFI/Detail/14954
165,CLARITHROMYCIN,13584,CLARITHROMYCIN TABLET ORAL 500 mg,TABLET,ORAL,داروسازی تولید دارو,1403/05/26,"[{'insurance': 'niro_mosalah', 'MinPrice': 941000, 'MaxPrice': 941000}]",36000,06260803001565,3408331673813801,20 TABLET in 2 BLISTER PACK in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=485d9540-43cb-4fa5-9f39-1616b1554b6d,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=485d9540-43cb-4fa5-9f39-1616b1554b6d,,,,,,,,https://irc.fda.gov.ir/NFI/Detail/26088
166,METHYLERGOMETRINE,19438,METHYLERGONOVINE MALEATE INJECTION PARENTERAL 0.2 mg/1mL 1MILLILITER,INJECTION,PARENTERAL,Rotexmedica Gmbh Arzneimittelwerk,1395/07/01,"[{'insurance': 'niro_mosalah', 'MinPrice': 43600, 'MaxPrice': 43600}]",52000,10305170740013,9916600574676520,0.2 MILLIGRAM in 1 AMPULE,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,متيل¬ارگونوين به¬ منظور پيشگيري و درمان خونريزي پس از زايمان يا سقط جنين و درمان سقط ناقص مصرف می شود.,,,"1-  این دارو را قبل از زايمان يا خروج جفت نبايد به ¬كار برد.
2- در نارسایی كبد و كليه، كاهش كلسيم خون، تنگي دريچه ميترال، شانت¬‎‌هاي دهليزي–بطني و عفونت با احتياط فراوان مصرف شود.","1-  این دارو را قبل از زايمان يا خروج جفت نبايد به ¬كار برد.
2- در نارسایی كبد و كليه، كاهش كلسيم خون، تنگي دريچه ميترال، شانت¬‎‌هاي دهليزي–بطني و عفونت با احتياط فراوان مصرف شود.",مصرف همزمان این دارو با هوشبر¬‎‌هاي عمومي خصوصاً ‌هالوتان سبب افزايش انقباض عروق محيطي می¬‌شود. ‌مصرف توام با هالوتان باعث تشديد خونريزي رحمي می‌¬شود. مصرف همزمان این دارو با بروموكريپتين و ديگر آلكالوئيد‌هاي ارگوت می¬‌تواند سبب افزايش فشار خون، افزايش احتمال سكته مغزي، تشنج و انفاركتوس ميوكارد شود. متيل¬ارگونوين سبب كاهش اثرات نيتروگليسرين و ساير دارو‌هاي ضدآنژين می¬‌شود. این دارو اثر دارو‌هاي منقبض¬كننده عروق و افزايش دهنده فشار خون (مقلد‌هاي سمپاتيك) را افزايش مي¬دهد.,"1- خطر بروز ارگوتيسم و قانقاريا با مصرف طولاني مدت دارو وجود دارد.
2- از آنجا كه عفونت سبب افزايش حساسيت به دارو می¬‌شود، بروز هر نوع عفونت بايد به پزشك اطلاع داده شود.",https://irc.fda.gov.ir/NFI/Detail/14985
167,ERLOTINIB,15846,ERLOTINIB (AS HYDROCHLORIDE) TABLET ORAL 150 mg,TABLET,ORAL,United Biotech Pvt. Ltd.,1395/07/10,"[{'insurance': 'tamin', 'MinPrice': 520000, 'MaxPrice': 655000}, {'insurance': 'salamat', 'MinPrice': 170, 'MaxPrice': 170}, {'insurance': 'niro_mosalah', 'MinPrice': 4330, 'MaxPrice': 4330}]",0,06267403800154,5653555172819529,10  in 1 BLISTER PACK,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,این دارو در درمان سرطان متاستاتیک پانکراس همراه با جمسیتابین و درمان سرطان ریه non-small cell متاستاتیک یا locally advanced که به شیمی درمانی قبلی پاسخ ندادند، به صورت مونوتراپی برای درمان نگهدارنده سرطان ریه، پس از چهار دوره شیمی درمانی با پایه مشتقات پلاتین مصرف می شود.,,,"1- در بیماری قبلی کبدی یا در مصرف همزمان با سایر داروهای با سمیت کبدی با احتیاط مصرف شود و پایش عملکرد کبد، تنظیم مقدار مصرف دارو ممکن است لازم باشد. در نارسایی کبدی خفیف تا متوسط با احتیاط مصرف گردد و کاربرد آن در نارسایی شدید کبدی و کلیوی منع شده است.
2- در صورت بروز علائمی نظیر تنگی نفس، سرفه، تب، نارسایی کبدی، سوراخ شدگی یا زخم شدگی قرنیه، سندروم استیونس جانسون و نکرولیز سمی پوست مصرف دارو باید قطع گردد.","1- در بیماری قبلی کبدی یا در مصرف همزمان با سایر داروهای با سمیت کبدی با احتیاط مصرف شود و پایش عملکرد کبد، تنظیم مقدار مصرف دارو ممکن است لازم باشد. در نارسایی کبدی خفیف تا متوسط با احتیاط مصرف گردد و کاربرد آن در نارسایی شدید کبدی و کلیوی منع شده است.
2- در صورت بروز علائمی نظیر تنگی نفس، سرفه، تب، نارسایی کبدی، سوراخ شدگی یا زخم شدگی قرنیه، سندروم استیونس جانسون و نکرولیز سمی پوست مصرف دارو باید قطع گردد.",ارلوتینیب با با مهارکننده های پمپ پروتون، کاربامازپین، ریفامپین، اریترومایسین، کتوکونازول، ایتراکونازول، نفازودون، رانیتیدین و کینیدین تداخل دارد.,"1- دارو با معده خالی، یک ساعت قبل از غذا یا دو ساعت پس از غذا، یک بار در روز و در ساعت معین میل شود.
2- مصرف ارلوتینیب با مصرف داروهای پایین آورنده اسیدیته معده نظیر فاموتیدین، امپرازول و آنتی اسیدها دو ساعت فاصله داشته باشد.",https://irc.fda.gov.ir/NFI/Detail/14978
168,CELLCEPT,13584,"MYCOPHENOLATE MOFETIL POWDER, FOR SUSPENSION ORAL 1 g/5mL 110GRAM","POWDER, FOR SUSPENSION",ORAL,Roche Pharma,1395/08/25,"[{'insurance': 'niro_mosalah', 'MinPrice': 3700, 'MaxPrice': 3700}]",0,04987155111118,7377860330161759,1 BOTTLE in 1 BOX,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,,,,,,,,https://irc.fda.gov.ir/NFI/Detail/14995
169,LEUKERAN,13425,CHLORAMBUCIL TABLET ORAL 2 mg,TABLET,ORAL,Vld Gmbh Vino-latino Deutschland,1395/07/29,"[{'insurance': 'niro_mosalah', 'MinPrice': 290000, 'MaxPrice': 290000}]",70000,08699874080038,1358197343362195,25 MILLIGRAM in 1 BOTTLE,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,كلرامبوسيل در درمان لوسمي لنفوسیتیک مزمن و لنفوم‎‌¬هاي هوچكيني و غيرهوچكيني، به عنوان كاهنده فعاليت دستگاه ايمني، درمان سندروم نفروتیک و ماکروگلبولینمی والدنشتروم مصرف می شود.,,,,,,"1- مصرف مايعات كافي و يا تجويز آلوپورينول از بروز سميت كليوي ناشي از افزایش اسيد اوريك در بيماران مبتلا به لوسمي و لنفوم جلوگيري می‌¬کند.
2- در صورت بروز سميت تنفسي يا ايجاد بثورات جلدي شديد مصرف دارو بايد قطع گردد.
3- با توجه به احتمال بروز تضعيف مغزاستخوان، كلرامبوسيل بايد به فاصله 6-4 هفته از تجويز پرتودرماني يا ساير دارو‌هاي شيمي درماني مصرف شود.",https://irc.fda.gov.ir/NFI/Detail/15017
